Statement,Label,subject
Says government is a barrier to innovation and development.,FALSE,"education,federal-budget,market-regulation,science,technology"
We have a 40 to 50 percent dropout rate in our inner-city schools.,FALSE,"corrections-and-updates,education"
"The law says ... when a police officer stops you, do whatever he says and then deal with it later.",FALSE,"corrections-and-updates,crime"
Jim Renacci cheated on his income taxes and is a deadbeat citizen.,TRUE,"candidates-biography,legal-issues,message-machine,taxes"
Says Gov. Rick Perry was for Wall Street bailout before he was against it.,TRUE,"economy,federal-budget"
The National Rifle Association was founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan.,FALSE,"civil-rights,guns,religion"
It is legal in Ohio to fire an employee or evict a tenant just for being gay.,TRUE,"gays-and-lesbians,housing,jobs,workers"
"Says his hometown of Paint Creek, Texas, doesnt even have a ZIP code.",FALSE,candidates-biography
Uber and other ride-share firms are not required to carry auto insurance under Georgia law.,TRUE,"government-regulation,states,transportation"
"Says Hillary Clinton believes that all abortions should be legal, even on the due date of that unborn child.",FALSE,"abortion,candidates-biography"
"The Great Recession emerged in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.",FALSE,"economy,financial-regulation,history,taxes"
"More than once, Ive actually had a conversation with the protesters on substance.",TRUE,"civil-rights,elections"
And the #jerseycomeback keeps rolling! Thanks to @GovChristie NJ now has lowest corruption risk of any state.,FALSE,ethics
"Says any attempt to try to compare the Massachusetts health care law with the federal health care law is completely, intellectually dishonest. Governor Romney did not raise one tax in doing what he did.",FALSE,health-care
"Since 2007 David Jolly has given almost $30,000 to keep Democrats in Congress!",TRUE,elections
Passage of a referendum on an aquarium for Clearwater means NO future funding for our neighborhoods.,FALSE,"city-budget,water"
Says Texas ranks 44th nationally in education funding per pupil.,TRUE,education
Health insurance is more expensive in Massachusetts than anywhere else in the country.,TRUE,"health-care,states"
"In two years, Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms.",TRUE,voting-record
Everything I have said (on the campaign trail) has been factually accurate.,FALSE,elections
"When Honduran children came into this country, Secretary Clinton said send them back.",TRUE,immigration
Says Jeb Bush said low-income women should get their life together and find a husband.,TRUE,welfare
Only about 6.8 percent of the (stimulus) money has actually been spent.,TRUE,"economy,stimulus"
10 cents on thedollar from the Clinton Foundation goes to charitable causes.,FALSE,candidates-biography
President Obama told people to skip coming here (Las Vegas) for conventions and meetings.,FALSE,"economy,tourism"
Says John Boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy.,FALSE,economy
Newark is now home to one-third of all commercial and multi-family development.,TRUE,"corrections-and-updates,housing"
Says Debbie Wasserman Schultz voted repeatedly to send terminally ill patients to prison.,FALSE,marijuana
The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.,FALSE,campaign-advertising
We have 50 state lobbyists that just lobby the Legislature for money every year.,TRUE,"government-efficiency,state-budget"
"In Atlanta, since 1994 when the Seven Deadly Sins (mandatory minimum sentences) took effect, the violent crime rate has dropped 62 percent.",TRUE,"crime,criminal-justice"
"Because of Jim Whelan, the 1990s are the only decade since the 1920s when the population of Atlantic City actually went up.",TRUE,gambling
Says TriMets own analysis shows that YouthPass does not actually add to the transit agencys costs.,TRUE,"city-budget,transportation"
"John McCain offers ""billions in tax breaks for oil and drug companies, but almost nothing for families like yours.""",FALSE,taxes
We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.,TRUE,"history,retirement,social-security,workers"
We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.,TRUE,"congress,elections"
"Sen. Sherrod Browns vote helped pass Barack Obamas job-killing health care law, which slapped small businesses throughout Ohio with a $500 billion tax increase.",FALSE,"health-care,taxes"
"President Obamas budget would call for about $25 trillion in debt by the end of his term, if he was re-elected.",FALSE,"deficit,federal-budget"
We know that Sunday mornings have usually been given over to conservative white men.,FALSE,pundits
"Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican.",FALSE,bipartisanship
Delta has had the most animal deaths among U.S. carriers in the past five years,TRUE,"public-safety,transportation"
Republican candidate for governor Karen Handel has run a 100 percent negative campaign.,TRUE,"message-machine,campaign-advertising"
Attorney General Eric Holder is involved in the dismissal of the criminal charges against the New Black Panther Party for voter intimidation,FALSE,"civil-rights,crime,elections,pundits"
"Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.",TRUE,education
"In Richmond, Va., theres more moving vans coming in than going out.",TRUE,"census,city-government,population"
Gov. Chris Christie owes the state money for amenities like extra Gorgonzola cheese for his staff on these trips.,FALSE,state-budget
I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.,FALSE,ethics
"Paul Ryans Medicare plan could raise future retirees costs more than $6,000.",TRUE,"corrections-and-updates,health-care,medicare,message-machine-2012"
"On tax inversions, the Wall Street Journalsurprisingly attacked this tax scheme.",FALSE,taxes
Says Stefani Carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office.,TRUE,"Alcohol,campaign-finance,ethics,public-service"
You may have driven the length of a football field in the five seconds it takes to check a text.,TRUE,public-safety
I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.,FALSE,economy
"There are nearly 500,000 registered sex offenders across the country and at any one time about 100,000 are unaccounted for.",FALSE,"children,crime"
The government made accommodation to the Fort Hood shooter to let him grow a beard for religious reasons.,FALSE,"legal-issues,religion"
"Says under the Affordable Care Act, New Jerseys new (Medicaid) enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014.",FALSE,"health-care,medicaid"
"Says the Obama administration watered down sanctions against Iran, delayed them and tried to stop Congress from putting the tough sanctions in place.",FALSE,"foreign-policy,nuclear,terrorism,trade"
Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.,TRUE,water
Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote.,FALSE,elections
"These 60 acres (the Atlanta Braves want to build a stadium on) have produced zero SPLOST money for parks and recreation, have produced zero money for education.",TRUE,"baseball,sports"
